word1	category	relation	word2
van-n	vehicle	mero	frame-n
van-n	vehicle	mero	front-n
van-n	vehicle	mero	fuel-n
van-n	vehicle	mero	gas-n
van-n	vehicle	mero	gasoline-n
van-n	vehicle	mero	gear-n
van-n	vehicle	mero	handbrake-n
van-n	vehicle	mero	headlight-n
van-n	vehicle	mero	hood-n
van-n	vehicle	mero	horn-n
van-n	vehicle	mero	inside-n
van-n	vehicle	mero	interior-n
van-n	vehicle	mero	light-n
van-n	vehicle	mero	metal-n
van-n	vehicle	mero	mirror-n
van-n	vehicle	mero	motor-n
van-n	vehicle	mero	oil-n
van-n	vehicle	mero	passenger-n
van-n	vehicle	mero	petrol-n
van-n	vehicle	mero	plate-n
van-n	vehicle	mero	radiator-n
van-n	vehicle	mero	radio-n
van-n	vehicle	mero	rear-n
van-n	vehicle	mero	roof-n
van-n	vehicle	mero	seat-n
van-n	vehicle	mero	seatbelt-n
van-n	vehicle	mero	steel-n
van-n	vehicle	mero	tailgate-n
van-n	vehicle	mero	tank-n
van-n	vehicle	mero	tire-n
van-n	vehicle	mero	top-n
van-n	vehicle	mero	trailer-n
van-n	vehicle	mero	trunk-n
van-n	vehicle	mero	wheel-n
van-n	vehicle	mero	window-n
van-n	vehicle	mero	windscreen-n
van-n	vehicle	mero	windshield-n
van-n	vehicle	random-n	Mt-n
van-n	vehicle	random-n	Sikh-n
van-n	vehicle	random-n	anus-n
van-n	vehicle	random-n	batch-n
van-n	vehicle	random-n	bath-n
van-n	vehicle	random-n	blitz-n
van-n	vehicle	random-n	block-n
van-n	vehicle	random-n	break-n
van-n	vehicle	random-n	cocktail-n
van-n	vehicle	random-n	collie-n
van-n	vehicle	random-n	complaint-n
van-n	vehicle	random-n	counsel-n
van-n	vehicle	random-n	crime-n
van-n	vehicle	random-n	cruise-n
van-n	vehicle	random-n	deal-n
van-n	vehicle	random-n	demonstrator-n
van-n	vehicle	random-n	discovery-n
van-n	vehicle	random-n	dont-n
van-n	vehicle	random-n	dvd-n
van-n	vehicle	random-n	eaves-n
van-n	vehicle	random-n	efficacy-n
van-n	vehicle	random-n	estate-n
van-n	vehicle	random-n	facility-n
van-n	vehicle	random-n	failure-n
van-n	vehicle	random-n	finish-n
van-n	vehicle	random-n	flower-n
van-n	vehicle	random-n	formation-n
van-n	vehicle	random-n	glitter-n
van-n	vehicle	random-n	hair-n
van-n	vehicle	random-n	hallway-n
van-n	vehicle	random-n	harassment-n
van-n	vehicle	random-n	inclusion-n
van-n	vehicle	random-n	infantry-n
van-n	vehicle	random-n	island-n
van-n	vehicle	random-n	jealousy-n
van-n	vehicle	random-n	maxim-n
van-n	vehicle	random-n	meantime-n
van-n	vehicle	random-n	message-n
van-n	vehicle	random-n	metaphor-n
van-n	vehicle	random-n	morning-n
van-n	vehicle	random-n	motel-n
van-n	vehicle	random-n	multiple-n
van-n	vehicle	random-n	nutmeg-n
van-n	vehicle	random-n	original-n
van-n	vehicle	random-n	paradise-n
van-n	vehicle	random-n	pasture-n
van-n	vehicle	random-n	payee-n
van-n	vehicle	random-n	plantation-n
van-n	vehicle	random-n	podcasts-n
van-n	vehicle	random-n	presumption-n
van-n	vehicle	random-n	principal-n
van-n	vehicle	random-n	processing-n
van-n	vehicle	random-n	publication-n
van-n	vehicle	random-n	reference-n
van-n	vehicle	random-n	reputation-n
van-n	vehicle	random-n	researcher-n
van-n	vehicle	random-n	reservoir-n
van-n	vehicle	random-n	shape-n
van-n	vehicle	random-n	silver-n
van-n	vehicle	random-n	skeleton-n
van-n	vehicle	random-n	stability-n
van-n	vehicle	random-n	turret-n
van-n	vehicle	random-n	vegan-n
van-n	vehicle	random-n	village-n
van-n	vehicle	random-n	violence-n
van-n	vehicle	random-n	vitality-n
van-n	vehicle	random-n	vol-n
yacht-n	vehicle	coord	ambulance-n
yacht-n	vehicle	coord	battleship-n
yacht-n	vehicle	coord	bomber-n
yacht-n	vehicle	coord	bus-n
yacht-n	vehicle	coord	canoe-n
yacht-n	vehicle	coord	car-n
yacht-n	vehicle	coord	caravel-n
yacht-n	vehicle	coord	ferry-n
yacht-n	vehicle	coord	fighter-n
yacht-n	vehicle	coord	frigate-n
yacht-n	vehicle	coord	glider-n
yacht-n	vehicle	coord	helicopter-n
yacht-n	vehicle	coord	jet-n
yacht-n	vehicle	coord	kayak-n
yacht-n	vehicle	coord	motorboat-n
yacht-n	vehicle	coord	motorcycle-n
yacht-n	vehicle	coord	raft-n
yacht-n	vehicle	coord	scooter-n
yacht-n	vehicle	coord	tanker-n
yacht-n	vehicle	coord	train-n
yacht-n	vehicle	coord	truck-n
yacht-n	vehicle	coord	van-n
yacht-n	vehicle	hyper	artefact-n
yacht-n	vehicle	hyper	artifact-n
yacht-n	vehicle	hyper	boat-n
yacht-n	vehicle	hyper	craft-n
yacht-n	vehicle	hyper	vehicle-n
yacht-n	vehicle	hyper	vessel-n
yacht-n	vehicle	hyper	watercraft-n
yacht-n	vehicle	mero	anchor-n
yacht-n	vehicle	mero	bilge-n
yacht-n	vehicle	mero	bow-n
yacht-n	vehicle	mero	cabin-n
yacht-n	vehicle	mero	crew-n
yacht-n	vehicle	mero	engine-n
yacht-n	vehicle	mero	fin-n
yacht-n	vehicle	mero	fore-n
yacht-n	vehicle	mero	hull-n
yacht-n	vehicle	mero	interior-n
yacht-n	vehicle	mero	iron-n
yacht-n	vehicle	mero	keel-n
yacht-n	vehicle	mero	mast-n
yacht-n	vehicle	mero	metal-n
yacht-n	vehicle	mero	motor-n
yacht-n	vehicle	mero	prow-n
yacht-n	vehicle	mero	rudder-n
yacht-n	vehicle	mero	sail-n
yacht-n	vehicle	mero	sailor-n
yacht-n	vehicle	mero	steel-n
yacht-n	vehicle	mero	wale-n
yacht-n	vehicle	mero	wood-n
yacht-n	vehicle	random-n	Jul-n
yacht-n	vehicle	random-n	abortion-n
yacht-n	vehicle	random-n	advert-n
yacht-n	vehicle	random-n	age-n
yacht-n	vehicle	random-n	anime-n
yacht-n	vehicle	random-n	bedroom-n
yacht-n	vehicle	random-n	bombardment-n
yacht-n	vehicle	random-n	break-n
yacht-n	vehicle	random-n	camcorder-n
yacht-n	vehicle	random-n	camp-n
yacht-n	vehicle	random-n	casualty-n
yacht-n	vehicle	random-n	chunk-n
yacht-n	vehicle	random-n	closure-n
yacht-n	vehicle	random-n	cm-n
yacht-n	vehicle	random-n	corn-n
yacht-n	vehicle	random-n	cult-n
yacht-n	vehicle	random-n	curate-n
yacht-n	vehicle	random-n	decade-n
yacht-n	vehicle	random-n	delivery-n
yacht-n	vehicle	random-n	democracy-n
yacht-n	vehicle	random-n	diamond-n
yacht-n	vehicle	random-n	ef-n
yacht-n	vehicle	random-n	endnotes-n
yacht-n	vehicle	random-n	everytime-n
yacht-n	vehicle	random-n	fiction-n
yacht-n	vehicle	random-n	heart-attack-n
yacht-n	vehicle	random-n	lack-n
yacht-n	vehicle	random-n	motorist-n
yacht-n	vehicle	random-n	opponent-n
yacht-n	vehicle	random-n	patience-n
yacht-n	vehicle	random-n	perfume-n
yacht-n	vehicle	random-n	reception-n
yacht-n	vehicle	random-n	reinsurance-n
yacht-n	vehicle	random-n	scattering-n
yacht-n	vehicle	random-n	scientologists-n
yacht-n	vehicle	random-n	sofa-n
yacht-n	vehicle	random-n	statement-n
yacht-n	vehicle	random-n	store-n
yacht-n	vehicle	random-n	subscriber-n
yacht-n	vehicle	random-n	upshot-n
yacht-n	vehicle	random-n	wellbeing-n
carp-n	water_animal	coord	catfish-n
carp-n	water_animal	coord	cod-n
carp-n	water_animal	coord	dolphin-n
carp-n	water_animal	coord	goldfish-n
carp-n	water_animal	coord	herring-n
carp-n	water_animal	coord	mackerel-n
carp-n	water_animal	coord	salmon-n
carp-n	water_animal	coord	trout-n
carp-n	water_animal	coord	tuna-n
carp-n	water_animal	coord	whale-n
carp-n	water_animal	hyper	animal-n
carp-n	water_animal	hyper	chordate-n
carp-n	water_animal	hyper	creature-n
carp-n	water_animal	hyper	fish-n
carp-n	water_animal	hyper	food-n
carp-n	water_animal	hyper	seafood-n
carp-n	water_animal	hyper	vertebrate-n
carp-n	water_animal	mero	barbel-n
carp-n	water_animal	mero	bone-n
carp-n	water_animal	mero	eye-n
carp-n	water_animal	mero	fin-n
carp-n	water_animal	mero	fishbone-n
carp-n	water_animal	mero	gill-n
carp-n	water_animal	mero	head-n
carp-n	water_animal	mero	mouth-n
carp-n	water_animal	mero	scale-n
carp-n	water_animal	mero	skin-n
carp-n	water_animal	mero	tail-n
carp-n	water_animal	mero	whisker-n
carp-n	water_animal	random-n	aide-n
carp-n	water_animal	random-n	arrival-n
carp-n	water_animal	random-n	awkwardness-n
carp-n	water_animal	random-n	blight-n
carp-n	water_animal	random-n	champagne-n
carp-n	water_animal	random-n	coordination-n
carp-n	water_animal	random-n	disease-n
carp-n	water_animal	random-n	falling-n
carp-n	water_animal	random-n	grove-n
carp-n	water_animal	random-n	ion-n
carp-n	water_animal	random-n	memorial-n
carp-n	water_animal	random-n	merchandising-n
carp-n	water_animal	random-n	news-n
carp-n	water_animal	random-n	newspaper-n
carp-n	water_animal	random-n	poker-n
carp-n	water_animal	random-n	polling-n
carp-n	water_animal	random-n	route-n
carp-n	water_animal	random-n	slant-n
carp-n	water_animal	random-n	surety-n
carp-n	water_animal	random-n	temperature-n
carp-n	water_animal	random-n	testis-n
carp-n	water_animal	random-n	thank-n
carp-n	water_animal	random-n	trespasser-n
carp-n	water_animal	random-n	trouble-n
catfish-n	water_animal	coord	carp-n
catfish-n	water_animal	coord	cod-n
catfish-n	water_animal	coord	dolphin-n
catfish-n	water_animal	coord	goldfish-n
catfish-n	water_animal	coord	herring-n
catfish-n	water_animal	coord	mackerel-n
catfish-n	water_animal	coord	salmon-n
catfish-n	water_animal	coord	trout-n
catfish-n	water_animal	coord	tuna-n
catfish-n	water_animal	coord	whale-n
catfish-n	water_animal	hyper	animal-n
catfish-n	water_animal	hyper	chordate-n
catfish-n	water_animal	hyper	creature-n
catfish-n	water_animal	hyper	fish-n
catfish-n	water_animal	hyper	food-n
catfish-n	water_animal	hyper	seafood-n
catfish-n	water_animal	hyper	vertebrate-n
catfish-n	water_animal	mero	barbel-n
catfish-n	water_animal	mero	bone-n
catfish-n	water_animal	mero	eye-n
catfish-n	water_animal	mero	fin-n
catfish-n	water_animal	mero	fishbone-n
catfish-n	water_animal	mero	gill-n
catfish-n	water_animal	mero	head-n
catfish-n	water_animal	mero	mouth-n
catfish-n	water_animal	mero	scale-n
catfish-n	water_animal	mero	skin-n
catfish-n	water_animal	mero	tail-n
catfish-n	water_animal	mero	whisker-n
catfish-n	water_animal	random-n	assay-n
catfish-n	water_animal	random-n	cinchona-n
catfish-n	water_animal	random-n	cloning-n
catfish-n	water_animal	random-n	commitment-n
catfish-n	water_animal	random-n	convenience-n
catfish-n	water_animal	random-n	converse-n
catfish-n	water_animal	random-n	country-n
catfish-n	water_animal	random-n	crew-n
catfish-n	water_animal	random-n	electrolyte-n
catfish-n	water_animal	random-n	greatness-n
catfish-n	water_animal	random-n	hospital-n
catfish-n	water_animal	random-n	increase-n
catfish-n	water_animal	random-n	inflow-n
catfish-n	water_animal	random-n	interoperability-n
catfish-n	water_animal	random-n	magistrate-n
catfish-n	water_animal	random-n	message-n
catfish-n	water_animal	random-n	objective-n
catfish-n	water_animal	random-n	painkiller-n
catfish-n	water_animal	random-n	person-n
catfish-n	water_animal	random-n	proving-n
catfish-n	water_animal	random-n	ranking-n
catfish-n	water_animal	random-n	replacement-n
catfish-n	water_animal	random-n	sh-n
catfish-n	water_animal	random-n	tee-n
catfish-n	water_animal	random-n	vestige-n
catfish-n	water_animal	random-n	voter-n
cod-n	water_animal	coord	carp-n
cod-n	water_animal	coord	catfish-n
cod-n	water_animal	coord	dolphin-n
cod-n	water_animal	coord	goldfish-n
cod-n	water_animal	coord	herring-n
cod-n	water_animal	coord	mackerel-n
cod-n	water_animal	coord	salmon-n
cod-n	water_animal	coord	trout-n
cod-n	water_animal	coord	tuna-n
cod-n	water_animal	coord	whale-n
cod-n	water_animal	hyper	animal-n
cod-n	water_animal	hyper	chordate-n
cod-n	water_animal	hyper	creature-n
cod-n	water_animal	hyper	fish-n
cod-n	water_animal	hyper	food-n
cod-n	water_animal	hyper	seafood-n
cod-n	water_animal	hyper	vertebrate-n
cod-n	water_animal	mero	bone-n
cod-n	water_animal	mero	eye-n
cod-n	water_animal	mero	fin-n
cod-n	water_animal	mero	fishbone-n
cod-n	water_animal	mero	gill-n
cod-n	water_animal	mero	head-n
cod-n	water_animal	mero	mouth-n
cod-n	water_animal	mero	scale-n
cod-n	water_animal	mero	skin-n
cod-n	water_animal	mero	tail-n
cod-n	water_animal	random-n	bed-n
cod-n	water_animal	random-n	bowler-n
cod-n	water_animal	random-n	cancellation-n
cod-n	water_animal	random-n	column-n
cod-n	water_animal	random-n	combatant-n
cod-n	water_animal	random-n	damper-n
cod-n	water_animal	random-n	dishcloth-n
cod-n	water_animal	random-n	divisor-n
cod-n	water_animal	random-n	gender-n
cod-n	water_animal	random-n	geography-n
cod-n	water_animal	random-n	grazing-n
cod-n	water_animal	random-n	incident-n
cod-n	water_animal	random-n	method-n
cod-n	water_animal	random-n	mortar-n
cod-n	water_animal	random-n	nj-n
cod-n	water_animal	random-n	openness-n
cod-n	water_animal	random-n	playbook-n
cod-n	water_animal	random-n	postgraduate-n
cod-n	water_animal	random-n	reply-n
cod-n	water_animal	random-n	resentment-n
cod-n	water_animal	random-n	splice-n
cod-n	water_animal	random-n	text-n
cod-n	water_animal	random-n	trio-n
cod-n	water_animal	random-n	urine-n
cod-n	water_animal	random-n	volt-n
dolphin-n	water_animal	coord	bear-n
dolphin-n	water_animal	coord	beaver-n
dolphin-n	water_animal	coord	bull-n
dolphin-n	water_animal	coord	carp-n
dolphin-n	water_animal	coord	catfish-n
dolphin-n	water_animal	coord	cod-n
dolphin-n	water_animal	coord	cow-n
dolphin-n	water_animal	coord	coyote-n
dolphin-n	water_animal	coord	deer-n
dolphin-n	water_animal	coord	dog-n
dolphin-n	water_animal	coord	donkey-n
dolphin-n	water_animal	coord	elephant-n
dolphin-n	water_animal	coord	fox-n
dolphin-n	water_animal	coord	giraffe-n
dolphin-n	water_animal	coord	goat-n
dolphin-n	water_animal	coord	goldfish-n
dolphin-n	water_animal	coord	gorilla-n
dolphin-n	water_animal	coord	herring-n
dolphin-n	water_animal	coord	horse-n
dolphin-n	water_animal	coord	lion-n
dolphin-n	water_animal	coord	mackerel-n
dolphin-n	water_animal	coord	pig-n
dolphin-n	water_animal	coord	rabbit-n
dolphin-n	water_animal	coord	rat-n
dolphin-n	water_animal	coord	salmon-n
dolphin-n	water_animal	coord	sheep-n
dolphin-n	water_animal	coord	squirrel-n
dolphin-n	water_animal	coord	tiger-n
dolphin-n	water_animal	coord	trout-n
dolphin-n	water_animal	coord	tuna-n
dolphin-n	water_animal	coord	whale-n
dolphin-n	water_animal	hyper	animal-n
dolphin-n	water_animal	hyper	cetacean-n
dolphin-n	water_animal	hyper	chordate-n
dolphin-n	water_animal	hyper	creature-n
dolphin-n	water_animal	hyper	mammal-n
dolphin-n	water_animal	hyper	vertebrate-n
dolphin-n	water_animal	mero	blowhole-n
dolphin-n	water_animal	mero	bone-n
dolphin-n	water_animal	mero	eye-n
dolphin-n	water_animal	mero	fin-n
dolphin-n	water_animal	mero	head-n
dolphin-n	water_animal	mero	mouth-n
dolphin-n	water_animal	mero	skin-n
dolphin-n	water_animal	mero	tail-n
dolphin-n	water_animal	mero	tooth-n
dolphin-n	water_animal	random-n	Feb-n
dolphin-n	water_animal	random-n	Sassoon-n
dolphin-n	water_animal	random-n	abolition-n
dolphin-n	water_animal	random-n	airplay-n
dolphin-n	water_animal	random-n	cheap-n
dolphin-n	water_animal	random-n	clipper-n
dolphin-n	water_animal	random-n	coleslaw-n
dolphin-n	water_animal	random-n	communist-n
dolphin-n	water_animal	random-n	composer-n
dolphin-n	water_animal	random-n	constituent-n
dolphin-n	water_animal	random-n	conveyor-n
dolphin-n	water_animal	random-n	courtroom-n
dolphin-n	water_animal	random-n	defendant-n
dolphin-n	water_animal	random-n	descent-n
dolphin-n	water_animal	random-n	economy-n
dolphin-n	water_animal	random-n	episode-n
dolphin-n	water_animal	random-n	expression-n
dolphin-n	water_animal	random-n	footwear-n
dolphin-n	water_animal	random-n	founder-n
dolphin-n	water_animal	random-n	freestyle-n
dolphin-n	water_animal	random-n	fuel-n
dolphin-n	water_animal	random-n	funnel-n
dolphin-n	water_animal	random-n	intrusion-n
dolphin-n	water_animal	random-n	invoice-n
dolphin-n	water_animal	random-n	logon-n
dolphin-n	water_animal	random-n	manner-n
dolphin-n	water_animal	random-n	modification-n
dolphin-n	water_animal	random-n	mountain-n
dolphin-n	water_animal	random-n	nightie-n
dolphin-n	water_animal	random-n	onus-n
dolphin-n	water_animal	random-n	park-n
dolphin-n	water_animal	random-n	parliament-n
dolphin-n	water_animal	random-n	partition-n
dolphin-n	water_animal	random-n	persistence-n
dolphin-n	water_animal	random-n	produce-n
dolphin-n	water_animal	random-n	self-n
dolphin-n	water_animal	random-n	sulphur-n
dolphin-n	water_animal	random-n	tender-n
dolphin-n	water_animal	random-n	theorem-n
dolphin-n	water_animal	random-n	transsexual-n
dolphin-n	water_animal	random-n	urgency-n
dolphin-n	water_animal	random-n	vendetta-n
goldfish-n	water_animal	coord	carp-n
goldfish-n	water_animal	coord	catfish-n
goldfish-n	water_animal	coord	cod-n
goldfish-n	water_animal	coord	dolphin-n
goldfish-n	water_animal	coord	guppy-n
goldfish-n	water_animal	coord	herring-n
goldfish-n	water_animal	coord	mackerel-n
goldfish-n	water_animal	coord	salmon-n
goldfish-n	water_animal	coord	trout-n
goldfish-n	water_animal	coord	tuna-n
goldfish-n	water_animal	coord	whale-n
goldfish-n	water_animal	hyper	animal-n
goldfish-n	water_animal	hyper	chordate-n
goldfish-n	water_animal	hyper	creature-n
goldfish-n	water_animal	hyper	fish-n
goldfish-n	water_animal	hyper	pet-n
goldfish-n	water_animal	hyper	vertebrate-n
goldfish-n	water_animal	mero	bone-n
goldfish-n	water_animal	mero	eye-n
goldfish-n	water_animal	mero	fin-n
goldfish-n	water_animal	mero	fishbone-n
goldfish-n	water_animal	mero	gill-n
goldfish-n	water_animal	mero	head-n
goldfish-n	water_animal	mero	mouth-n
goldfish-n	water_animal	mero	scale-n
goldfish-n	water_animal	mero	skin-n
goldfish-n	water_animal	mero	tail-n
goldfish-n	water_animal	random-n	actor-n
goldfish-n	water_animal	random-n	comedy-n
goldfish-n	water_animal	random-n	contraceptive-n
goldfish-n	water_animal	random-n	corset-n
goldfish-n	water_animal	random-n	countdown-n
goldfish-n	water_animal	random-n	coven-n
goldfish-n	water_animal	random-n	crystal-n
goldfish-n	water_animal	random-n	demon-n
goldfish-n	water_animal	random-n	driver-n
goldfish-n	water_animal	random-n	gear-n
goldfish-n	water_animal	random-n	governance-n
goldfish-n	water_animal	random-n	grammar-school-n
goldfish-n	water_animal	random-n	guess-n
goldfish-n	water_animal	random-n	guitar-n
goldfish-n	water_animal	random-n	humanitarian-n
goldfish-n	water_animal	random-n	label-n
goldfish-n	water_animal	random-n	mapping-n
goldfish-n	water_animal	random-n	monarchy-n
goldfish-n	water_animal	random-n	pharmacist-n
goldfish-n	water_animal	random-n	poker-n
goldfish-n	water_animal	random-n	powerhouse-n
goldfish-n	water_animal	random-n	preference-n
goldfish-n	water_animal	random-n	snowdrift-n
goldfish-n	water_animal	random-n	thinking-n
goldfish-n	water_animal	random-n	transport-n
herring-n	water_animal	coord	carp-n
herring-n	water_animal	coord	catfish-n
herring-n	water_animal	coord	cod-n
herring-n	water_animal	coord	dolphin-n
herring-n	water_animal	coord	goldfish-n
herring-n	water_animal	coord	mackerel-n
herring-n	water_animal	coord	salmon-n
herring-n	water_animal	coord	trout-n
herring-n	water_animal	coord	tuna-n
herring-n	water_animal	coord	whale-n
herring-n	water_animal	hyper	animal-n
herring-n	water_animal	hyper	chordate-n
herring-n	water_animal	hyper	creature-n
herring-n	water_animal	hyper	fish-n
herring-n	water_animal	hyper	food-n
herring-n	water_animal	hyper	seafood-n
herring-n	water_animal	hyper	vertebrate-n
herring-n	water_animal	mero	bone-n
herring-n	water_animal	mero	eye-n
herring-n	water_animal	mero	fin-n
herring-n	water_animal	mero	fishbone-n
herring-n	water_animal	mero	gill-n
herring-n	water_animal	mero	head-n
herring-n	water_animal	mero	mouth-n
herring-n	water_animal	mero	scale-n
herring-n	water_animal	mero	skin-n
herring-n	water_animal	mero	tail-n
herring-n	water_animal	random-n	Canadian-n
herring-n	water_animal	random-n	Londoner-n
herring-n	water_animal	random-n	affair-n
herring-n	water_animal	random-n	bike-n
herring-n	water_animal	random-n	bread-n
herring-n	water_animal	random-n	creator-n
herring-n	water_animal	random-n	cubicle-n
herring-n	water_animal	random-n	deadline-n
herring-n	water_animal	random-n	developer-n
herring-n	water_animal	random-n	differentiation-n
herring-n	water_animal	random-n	drafting-n
herring-n	water_animal	random-n	dribbler-n
herring-n	water_animal	random-n	estimation-n
herring-n	water_animal	random-n	friction-n
herring-n	water_animal	random-n	frost-n
herring-n	water_animal	random-n	manufacturer-n
herring-n	water_animal	random-n	order-n
herring-n	water_animal	random-n	pupil-n
herring-n	water_animal	random-n	re-examination-n
herring-n	water_animal	random-n	session-n
herring-n	water_animal	random-n	toggle-n
herring-n	water_animal	random-n	transfusion-n
herring-n	water_animal	random-n	winner-n
herring-n	water_animal	random-n	wrap-n
mackerel-n	water_animal	coord	carp-n
mackerel-n	water_animal	coord	catfish-n
mackerel-n	water_animal	coord	cod-n
mackerel-n	water_animal	coord	dolphin-n
mackerel-n	water_animal	coord	goldfish-n
mackerel-n	water_animal	coord	herring-n
mackerel-n	water_animal	coord	salmon-n
mackerel-n	water_animal	coord	trout-n
mackerel-n	water_animal	coord	tuna-n
mackerel-n	water_animal	coord	whale-n
mackerel-n	water_animal	hyper	animal-n
mackerel-n	water_animal	hyper	chordate-n
mackerel-n	water_animal	hyper	creature-n
mackerel-n	water_animal	hyper	fish-n
mackerel-n	water_animal	hyper	food-n
mackerel-n	water_animal	hyper	seafood-n
mackerel-n	water_animal	hyper	vertebrate-n
mackerel-n	water_animal	mero	bone-n
mackerel-n	water_animal	mero	eye-n
mackerel-n	water_animal	mero	fin-n
mackerel-n	water_animal	mero	fishbone-n
mackerel-n	water_animal	mero	gill-n
mackerel-n	water_animal	mero	head-n
mackerel-n	water_animal	mero	mouth-n
mackerel-n	water_animal	mero	scale-n
mackerel-n	water_animal	mero	skin-n
mackerel-n	water_animal	mero	tail-n
mackerel-n	water_animal	random-n	Druid-n
mackerel-n	water_animal	random-n	Pharaoh-n
mackerel-n	water_animal	random-n	R-n
mackerel-n	water_animal	random-n	air-n
mackerel-n	water_animal	random-n	baroness-n
mackerel-n	water_animal	random-n	bus-n
mackerel-n	water_animal	random-n	confession-n
mackerel-n	water_animal	random-n	despatch-n
mackerel-n	water_animal	random-n	disadvantage-n
mackerel-n	water_animal	random-n	doll-n
mackerel-n	water_animal	random-n	earl-n
mackerel-n	water_animal	random-n	example-n
mackerel-n	water_animal	random-n	fundamentalist-n
mackerel-n	water_animal	random-n	gum-n
mackerel-n	water_animal	random-n	ingrate-n
mackerel-n	water_animal	random-n	knowledge-n
mackerel-n	water_animal	random-n	majesty-n
mackerel-n	water_animal	random-n	pas-n
mackerel-n	water_animal	random-n	passion-n
mackerel-n	water_animal	random-n	photography-n
mackerel-n	water_animal	random-n	pity-n
mackerel-n	water_animal	random-n	playbook-n
mackerel-n	water_animal	random-n	proposal-n
mackerel-n	water_animal	random-n	refurbishment-n
mackerel-n	water_animal	random-n	seminar-n
salmon-n	water_animal	coord	carp-n
salmon-n	water_animal	coord	catfish-n
salmon-n	water_animal	coord	cod-n
salmon-n	water_animal	coord	dolphin-n
salmon-n	water_animal	coord	goldfish-n
salmon-n	water_animal	coord	herring-n
salmon-n	water_animal	coord	mackerel-n
salmon-n	water_animal	coord	trout-n
salmon-n	water_animal	coord	tuna-n
salmon-n	water_animal	coord	whale-n
salmon-n	water_animal	hyper	animal-n
salmon-n	water_animal	hyper	chordate-n
salmon-n	water_animal	hyper	creature-n
salmon-n	water_animal	hyper	fish-n
salmon-n	water_animal	hyper	food-n
salmon-n	water_animal	hyper	seafood-n
salmon-n	water_animal	hyper	vertebrate-n
salmon-n	water_animal	mero	bone-n
salmon-n	water_animal	mero	eye-n
salmon-n	water_animal	mero	fin-n
salmon-n	water_animal	mero	fishbone-n
salmon-n	water_animal	mero	gill-n
salmon-n	water_animal	mero	head-n
salmon-n	water_animal	mero	mouth-n
salmon-n	water_animal	mero	scale-n
salmon-n	water_animal	mero	skin-n
salmon-n	water_animal	mero	tail-n
salmon-n	water_animal	random-n	arena-n
salmon-n	water_animal	random-n	broadband-n
salmon-n	water_animal	random-n	contemporary-n
salmon-n	water_animal	random-n	convenience-n
salmon-n	water_animal	random-n	date-n
salmon-n	water_animal	random-n	demonstration-n
salmon-n	water_animal	random-n	diver-n
salmon-n	water_animal	random-n	figure-n
salmon-n	water_animal	random-n	frost-n
salmon-n	water_animal	random-n	gearstick-n
salmon-n	water_animal	random-n	golf-n
salmon-n	water_animal	random-n	hug-n
salmon-n	water_animal	random-n	humanitarian-n
salmon-n	water_animal	random-n	observance-n
salmon-n	water_animal	random-n	parameter-n
salmon-n	water_animal	random-n	payoff-n
salmon-n	water_animal	random-n	post-season-n
salmon-n	water_animal	random-n	powder-n
salmon-n	water_animal	random-n	recognition-n
salmon-n	water_animal	random-n	soul-n
salmon-n	water_animal	random-n	table-n
salmon-n	water_animal	random-n	ticket-n
salmon-n	water_animal	random-n	virulence-n
trout-n	water_animal	coord	carp-n
trout-n	water_animal	coord	catfish-n
trout-n	water_animal	coord	cod-n
trout-n	water_animal	coord	dolphin-n
trout-n	water_animal	coord	goldfish-n
trout-n	water_animal	coord	herring-n
trout-n	water_animal	coord	mackerel-n
trout-n	water_animal	coord	salmon-n
trout-n	water_animal	coord	tuna-n
trout-n	water_animal	coord	whale-n
trout-n	water_animal	hyper	animal-n
trout-n	water_animal	hyper	chordate-n
trout-n	water_animal	hyper	creature-n
trout-n	water_animal	hyper	fish-n
trout-n	water_animal	hyper	food-n
trout-n	water_animal	hyper	seafood-n
trout-n	water_animal	hyper	vertebrate-n
trout-n	water_animal	mero	bone-n
trout-n	water_animal	mero	eye-n
trout-n	water_animal	mero	fin-n
trout-n	water_animal	mero	fishbone-n
trout-n	water_animal	mero	gill-n
trout-n	water_animal	mero	head-n
trout-n	water_animal	mero	mouth-n
trout-n	water_animal	mero	scale-n
trout-n	water_animal	mero	skin-n
trout-n	water_animal	mero	tail-n
trout-n	water_animal	random-n	BCS-n
trout-n	water_animal	random-n	Presbyterian-n
trout-n	water_animal	random-n	background-color-n
trout-n	water_animal	random-n	cartel-n
trout-n	water_animal	random-n	check-n
trout-n	water_animal	random-n	colleague-n
trout-n	water_animal	random-n	distension-n
trout-n	water_animal	random-n	doctor-n
trout-n	water_animal	random-n	east-n
trout-n	water_animal	random-n	hour-n
trout-n	water_animal	random-n	kiln-n
trout-n	water_animal	random-n	knowledge-n
trout-n	water_animal	random-n	mineral-n
trout-n	water_animal	random-n	on-screen-n
trout-n	water_animal	random-n	phobia-n
trout-n	water_animal	random-n	ply-n
trout-n	water_animal	random-n	pollution-n
trout-n	water_animal	random-n	reconnaissance-n
trout-n	water_animal	random-n	rider-n
trout-n	water_animal	random-n	rt-n
trout-n	water_animal	random-n	treat-n
trout-n	water_animal	random-n	waveform-n
tuna-n	water_animal	coord	carp-n
tuna-n	water_animal	coord	catfish-n
tuna-n	water_animal	coord	cod-n
tuna-n	water_animal	coord	dolphin-n
